City,State,Country,Occurred,Lon,Lat,Shape,Summary,Media,Explanation
Ritzville (near; on I-90),WA,USA,11/8/2004,0.0,0.0,Triangle,triangular shaped object that had a bright blue/purple light that flashed,0,0
Ritzville/Cheney (between),WA,USA,10/15/1999,0.0,0.0,Triangle,i am a truck driver and it was 3 in the morning i was going westbound it came from my left to the right at a very hi rate of speed but,0,0
Riva,MD,USA,4/11/19764/16/1999,0.0,0.0,FireballOrb,"Orange fireball seen slowly rising up in the sky, moving away, then disappearing behind a cloud. Object seen by 4 individuals.I witnessed two fast-moving red lights which made no sound.",0,0
River Edge,NJ,USA,3/8/2023,0.0,0.0,Changing,White orb flying above in a peculiar manner and shape shifting. Bright white orb shifted into cube shape.,Y,0
River Falls,WI,USA,8/19/20044/27/19534/14/19546/15/19928/30/20094/19/20204/14/19836/16/20034/8/20258/22/200212/2/20199/3/20044/14/19884/11/19394/19/2022,0.0,0.0,TeardropFireballLightTriangleOtherOrbTriangleLightFireballDiskCircleTeardropCircleOvalOther,"Immobile teardrop object in the west near evening.Spherical luninous multi-colored hovering in the same position, now heading west toward the twin cities, St. Paul, Mpls. 18:57pmMysterious lights over River Falls, WI.I and my brother were sitting on swings in a school playground, when a trianguler shaped object appeared.An orange glowing object was observed moving across the sky and did not resemble a satellite or plane.lights in V formation, orbiting directly overhead 2 times within 45 minutes, on the second pass around the crafts broke formationThree white lights in triangle shape and one red light. Flying very low and very late at night.multiple lights seen moving in all directions.2 yellowish/orange objects passing from south the northwest in western wisconsinThe object was in the sky, then this large gold disk was on the ground.Large ball of orange light that slowly lowered to the west of where we were driving.I read the report on the bright object high up in the sky over the metro area. I posted one on 8/24/04 stating that I saw a very brightOn Friday 08/02/13,at about 23:30, My wife and I were at my sons house in River Falls, WI. We were sitting in the back yard, having a b8 objects redish orangeIt was a large, hexagonal object floating fast directly above my house.",0,0
River Falls and Prescott (between; Hwy. 35),WI,USA,11/17/2006,0.0,0.0,Triangle,"Triangular object w/ three white lights, attached to dark object, becomes single, red light.",0,0
River Falls/Prescott,WI,USA,4/30/2016,0.0,0.0,Triangle,Large light/objects seen in sky during daytime.,0,0
River Falls/Prescott (between),WI,USA,8/1/2000,0.0,0.0,Light,Pacing light between Prescott and River Falls,0,0
River Forest,IL,USA,4/5/198210/9/20049/27/20027/30/2022,0.0,0.0,OvalCircleTeardropSphere,Glowing oval object spotted south east of O'hareanyone else see possible ufo in chicago area on saturday 10-09-04Teardrop craft with revolving lights moving in opposite directionSaw two silver spherical shapes in the sky which moved slowly eastward. They could by balloons but I thought I would file a report anyw,0,0
River Grove,IL,USA,4/22/19604/22/2011,0.0,0.0,RectangleTriangle,"On a clear night an Orange ball of light moving silently across the sky until it disappearedI was smoking a cigarette through my window, when I spotted very white bright lights hovering in the sky.",0,0
River Heights,UT,USA,9/1/2018,0.0,0.0,Circle,"While conducting a CE-5 contact attempt, spotted a round white light that did a ""flare-up"" as I watched, then went dark.",0,0
River Pines,CA,USA,6/15/1970,0.0,0.0,Disk,Grey to silver saucer shaped craft flew directly at and over vehicle at altitude of few feet .,0,0
River Ridge,LA,USA,4/16/19403/16/20048/25/20208/10/19757/12/20056/1/1999,0.0,0.0,SphereSphereOvalCircleOtherCircle,"Three sphere shaped red, yellow, and orange objects flew equidistant along the Miss. River without making a soundIn New Orleans, approximately 7 spheres silently travel in a straight line then become triangle as they move overhead.While videoing lightning from my porch, I accidentally filmed a UFO/Orb flying over my house at an incredible speed.Bright orange object in front of woodsStrange long light opens in the sky.Silver aircraft with 3 lights, beeping noise - hovered over my house and then in front of me while watching it from the street.",0,0
River Rouge,MI,USA,3/9/2026,0.0,0.0,Sphere,ufo scans goodyear blimp in 1984 over River Rouge Michigan,0,0
River Vale,NJ,USA,4/16/19516/15/1973,0.0,0.0,EggCircle,"BRILLIANT WHITE OBJECT MOVED ACROSS EASTERN SKY, LEFT NO TRAIL ARCED DOWNWARD NEVER LOOSING ITS BRILLIANCE AND DISAPPEARED BEHIND TREESTwo large round very bright white objects with very fast precise movents, moving independently then dissapearing",0,0
Riverbank,CA,USA,4/14/19589/29/20194/16/19904/11/19754/24/201012/16/20034/23/20154/20/198312/31/2017,0.0,0.0,FlashCircleLightTriangleCrossOtherLightTriangleLight,"Huge flash of light in sky.It was clear day i was sitting when i noticed 5 bubble like things in the sky within 10 seconds there were 50 bubble like things they cBright white lights that travel very smoothly across the skies and disappear slowly. ((NUFORC Note: Satellites?? PD))Elongated Triangle traveling at a high speed, Southbound over Riverbank CA.Saw strange red grey orb that looked like wizard of Oz white whitch then it grew to the size of baseball.Skyquake Central Valley, CaliforniaThere was a blue light traveling low from the east and picked up altitude. ((NUFORC Note: US Navy missile launch. PD))I've seen this twice. Sitting in spa the black of night I first saw this toward the beginning of winter heading north. I've never seenMe my boyfriend and daughter where driving when I noticed three orange/red lights that where moving together in a triangle formation wh",0,0
Riverdale,CA,USA,3/1/2023,0.0,0.0,Light,"Strange circular lights floating still, below star range. NUFORC Note: Jupiter and Venus",Y,0
Riverdale,GA,USA,4/17/20004/27/20118/19/20203/17/20164/26/19955/30/2004,0.0,0.0,CircleCylinderFlashOtherOvalLight,"Me & my friend were sitting outside talking, & we both noticed somthing in the sky. It was broud day light outside, this object lookedWhile standing outside smoking,my neighbors came to me and pointed out this object that was bright like an airplane's headlights, but iI was sitting in lobby after work, saw a huge light shoot downward in sky. It left a white streak.Many witnesses to ufo sightingFor the past 4 days I've seen this bright light in the sky and it's stationary for a few minutes and then it's gone. It's not far fromSilent bright blue light rapidly decending towards ground.",0,0
Riverdale,IL,USA,4/17/1939,0.0,0.0,Disk,Bright light saucer like object.,0,0
Riverdale,MD,USA,10/31/20004/11/19614/20/2022,0.0,0.0,DiamondLightOther,"Halloween UFO!3 bright white lights in the Sky.Low flying, single, non-rotary craft with 3-4 distinct solid red lights",Y,0
Riverdale,MI,USA,4/7/19823/9/20234/7/19754/16/20002/27/20214/12/1970,0.0,0.0,CircleDiskFireballCylinderDiamondLight,"Glowing round orange object that moved very fast and silently.Strange disk hovering in a straight path.We saw a orange fireball looking thing at tree line level. WE though it was a helicopter, but it was silent and moved very fast. It movTwo round lights one small, one big. ((NUFORC Note: Possible sighting of Venus in SW sky? PD))I speed lit object flying from Earth at rapid speedBright light in sky.",0,0
Riverdale,NJ,USA,4/28/20025/28/2021,0.0,0.0,CircleOrb,"Bright white light, circular obj. that never moved and way above any flight patterns. There for >15 mins. ((NUFORC Note: Venus? PD))yesterday, I witnessed an orb of light descending near Riverdale, New Jersey.",0,0
Riverdale,NY,USA,4/16/2020,0.0,0.0,Orb,Cluster of orange orbs,0,Starlink?
Riverdale,UT,USA,2/4/20054/16/19329/11/20044/22/19914/15/20224/7/20254/18/20214/29/19504/17/19724/4/1970,0.0,0.0,LightFlashLightRectangleLightCircleFormationDiskSphereLight,"Light was about the size of a BB held at arms lengthReddish/orange flash of light.Slow moving, bright light, with no flashing lights. ((NUFORC Note: Possible sighting of the ISS orbiting overhead? PD))Silvery rectangular object drifting overhead to the West until it fades out of sight over Riverdale RoadWas seen on tv show street outlaws flashes and streaks accross skysoft white or opaque circular objectMy husband and I were UFO hunting from our yard on the nights of April 17 and 18, we were using 15x70 Celestron binoculars. On the nig5 metallic unidentified flying Objs Slowly Flying 1000' Above Completely stops in mid air and Shoots off. ((anonymous report))White sphere seen by 4 people.Two bright lights appear, one after another",Y,0
Riverdale City,UT,USA,4/22/1991,0.0,0.0,Disk,3 Saucers with Red White and Blue hovering over freeway in close range Riverdale City,0,0
Riverdale Park,MD,USA,8/23/20204/22/1933,0.0,0.0,LightOther,"Was speaking with a neighbor (avid celestial observer) outside at around 20:40, when neighbor noticed and pointed out an orange objectA black person shaped object with small glowing yellow eyes. Object looked like it was standing and staring.",0,0
Riverhead,NY,USA,4/18/19797/16/20027/1/20185/5/20074/25/20061/18/20084/2/20174/14/19903/15/20094/23/20089/19/2009,0.0,0.0,OvalLightOrbCircleFireballCircleCircleFireballOtherCylinderCone,"Aug. 28, 2014- 5:00 am. Ufo sighting over riverhead round purple, orange color here for 20 -seconds & gone.Phoenix Lights on Long IslandAn orb of light streaked across the sky during the dayA very fast flying object on Digital camera video clipCircular green object entering our atmosphere turned into light storm of energy.???? ((NUFORC Note: Meteor??? PD))I was driving on the LIE with my daughter heading west. The night was very clear. I looked up and saw a large bright round light justsmall silver/white light , making rapid zig-zag patterns in early morning sky3 Giant Fireballs over Easter Long Island! UFO Sighting 09/04/2013Huge V shaped object with yellow lights and no sound surrounded by a hazy fogI noticed this craft was not an airplane but of unknown originIt was like a bright white spot light. It then split into 2 and disapeared. ((NUFORC Note: Missile launch. PD))",0,0
Riverside,CA,USA,9/17/20084/30/20018/2/20084/3/19622/18/20014/1/201612/2/20204/18/200412/6/20194/2/195411/20/20034/12/20074/20/20039/23/20017/14/20234/23/20153/24/20064/3/20194/13/20218/7/20201/29/200310/21/20239/22/20058/27/202012/17/20224/28/19854/23/20194/25/198011/19/20064/19/19664/23/20154/7/19578/3/200710/12/20196/19/20054/29/20244/23/20151/1/20092/5/20018/6/20024/17/19334/15/193410/4/20084/18/19942/15/200510/21/20237/16/20204/13/19423/30/195411/11/20227/1/197810/11/20088/2/200810/7/20074/19/19851/14/20207/4/20074/15/20204/24/20234/10/20048/18/20234/10/195011/1/20044/5/19683/26/20209/17/20084/23/20004/28/20116/30/200412/17/200312/18/20084/3/19902/25/20181/16/200912/1/200411/4/20203/15/20098/28/20055/9/20004/14/19864/7/199111/16/20192/24/20084/10/19957/17/20054/3/194612/6/20054/25/19943/14/19774/16/194110/7/20202/7/200412/27/200812/24/20081/12/20084/24/19624/24/19553/1/19974/10/202712/6/20057/4/20181/11/20072/16/20001/8/20049/7/20034/24/19354/15/19764/28/202612/2/20024/7/19836/14/20054/4/19419/25/19994/25/19945/13/20224/23/196510/11/1994,0.0,0.0,EggTriangleFlashOrbDiskLightCircleLightLightOtherCircleFormationLightOtherLightLightFlashCigarLightOrbDiskStarFireballCircleTriangleOtherCrossLightFireballTriangleSphereLightLightFormationSphereLightLightLightOvalChangingDiskOrbLightCylinderOtherStarOvalOvalCylinderLightTriangleLightLightOvalOtherTriangleFireballLightLightOrbCigarChangingCylinderTriangleTriangleOtherLightDiskLightCircleSphereLightLightEggDiskOtherLightChevronCircleChangingLightSphereCircleFireballSphereLightOvalOrbCircleSphereOrbLightFormationCigarFireballLightLighttriangleTriangleEggTriangleCircleLightLightDiskFireballTeardropOrbChangingFlashLightOvalOtherOtherOtherLightChevron,"Slow moving black egg shaped object hovering down from skyI was leaving riverside driving on the 60 fwy when I saw a flashing light on the sky as if u were lighting a match little light was flaLarge flash, bright streak in the skyDull orange orb suddenly appearspossible explanation for sightings at Redlands, Mead Valley, Cabazon this dateBlue and Orange lights floating stationary.About 15 white round lights in a formation, from left to right way lower than a satellite than disappeared. I live by March AFBOn the evening of June 14th 2014, at approximately 23:00, I witnessed a slow moving light. It was traveling South to North, at what seeThe object emitted light.Flat football shaped object hoving over passing planesBright Green Circle over 60 FWY3 reflective spheres southbound over Riverside CA toward Lake Matthews in formation w/ one breaking off, then loss of contact.2 star looking lights that fly in the same direction and blink before they dissapear.Eight objects seen within 10 minutes in broad daylight.very bright pulsating light, hovering then slowly moving SSEBluish light in the sky. ((NUFORC Note: US Navy missile launch. PD))Unidentified patch of light in the night skyLarge twinkling/flashing light with smaller one across from it, spinning like a batonBright red lights over Riverside, CA.I saw 2 orange glowing circles/orbs. They were above the trees and in front of the mountain. I was facing south. I captured one of thespinning, orange, glowing object disappears and reappears in a different area within secondsStar objects moving through sky on irregular tracts.THis siting was of a fireball spiraling through the western sky. It looked like it might have disipated but again flaired up. Not sureThe craft was in the air at first I thought it was a star and it started moving back-and-forth getting far and then staying still for aheading south, about 500 ft above the ground.Red light (looked/twinkled like a star) moving in slow circular pattern near Arcturus. Lasted a few minutes. ((anonymous report))Saw two white crosses lit in sky and then they turned green. One cross disappeared and then came back 5 seconds or so later. This keptPair of white light balls rapidly fade in and out, over Riverside City, Southern California.Green fireball, very slowly descendingA triangular object with 5 bright lights.Orb of light emitting light in oposite direction of travel. Left a glowing green cloud. ((NUFORC Note: US Navy missile launch. PD))Two bright lights overhead, travelling S to NBright, fast moving light passes overheadLots of lights in formation one behind each otherRed sphere with fire tailPulsing red light, changes colors & altitude.Big ball of light like it was a helicopter spotlight but there was no aircraft, ((NUFORC Note: US Navy missile launch. PD))LARGE YELLOW BALL THAT HOVERED IN THE SKY, IT DID NOT BLINK OR CHANGE SHAPE IN ANYWAY. IT SIMPLY GLOWED, I RAN INSIDE TO GET MY BROTHEOblong or ovoid luminous object,Witness is retired from a career as an inspector with a defense contractor, and is in the habit of paying close attention to detail. I4-5 circular white lights rotate around a circular orbit over part of Riverside.20-25 bright orange orbs in full moon night sky, formed a line and changed direction, then disappearedMy wife pointed out 4 lights high up in the sky.Round Cylinder shaped craft, being chased by 2 fighter jets.Orange V shaped object observed overheadMultiple Star objects flying in different tracts.Oval whitish-yellow light levitating in sky, kept disappearing and reappearing before our eyes.Very bright green light coming from oval shaped objectTubular shaped object at high altitude over souther califPartial Rainbow lighting.3 triangular shaped ufos over an empty field in Riverside, CA with beams of light searching the field; no noise, no wind, not coptersBright light moving from NW to SEBright flash followed by glowing, blinking objectOval object, flashing red & white, remains motionless in sky during gusty windsFriend's phone call leads to mutual sighting of object with odd 'plume'.I was driving south on Brockton Ave between Magnolia Ave and Arlington Ave. On the south side of the sky appeared three circles of aboAn orange fireball like light moved right to left, than stopped and hovered.Line of Lights. ((Starlink satellites?))Strange light appears out of thin air and shoots down into earth, but not before disappearing again.Driving southbound on the 91 fwy in Riverside C.A. at about 11:30 pm a green orb appeared out of nowhere to my eleven o'clock it seemed3 bright lights shining from a metallic cigar-shaped craftFlying Orb videoed and photographed over Mt Rubidoux in Riverside, CA.White object seen flying north to south, reflecting sunlight.Extremely fast black triangleTriangular UFO sighting across Riverside sky...Fluorescent white wing like ship traveling north west, slow, no sound, over roof of house at 4am.I saw a bright lightI was driving N on I-215 and my 9 year old son shouted from the back, ""Mom, mom what the heck is that?""Above March Air Force Base, a neon green light appears in the night sky, then shoots across the sky.a hexagon formation of moving, pulsating lights above our headIt almost looked like a star, and it was reflecting the sun,but moving from south to north. I was able to watch it till it was out of sBrilliant green object, seems to launch smaller white objetcLight with a trail over Riverside.Large bright egg shaped craft mooving slowly across riverside.Floursent green ""stars"" that actually fly in the skies over So. Cal.Crescent moving NW over Riverside CABright blue-white round object moving south to north, very fastArrowhead seen above 215 freeway near Riverside Ca.fast moving unblinking silent light raced across the sky.Circular motion orange in color and transparent.White dot flying at high speed on Labor Day evening in Riverside, CAMy husband and I saw 2 solid white, round objects, one larger than the other, ""parked"" in the daytime sky.Orange glowing object seen over Riverside County, releasing small glowing red objectsBright orange light floating across the skyMETALIC SPHERE HOVERING RIGHT OVER THE FREEWAY ! IN LATE AFTERNOON ! I COULD'NT BELIEVE IT!Light blue object, suddely turns brilliant white, leaves trail and wakeI thought it was a blimp that just happened to be lit, but it was moving too fast to be a blimp.Several amber orbs in the sky that had a plasma look to themwe looked up in the sky and saw 3 large metallic looking discs hovering way up in the sky. they did not move for an hourI was on the corner of Blaine and Massachusetts Ave and myself and many others saw a red sphere flying westward high in the sky. It theFast moving orb craft over Southern California 10/07/2020.Bright white light moving west to east, faster than commercial jetOval object with 5 or 6 smaller spheresTwo white, cigar shaped objects, pulsing with light.Fast traveling object during late nightStar-like light with a tail disappears mid-flightGreen light that quickly fell downwardsThe reports of various UFO events over the Arizona sky on March 13 ofthis year has prompted me to reveal the experience my wife and I hSilent Triangle UFO over riverside county CA. 5 circle shaped lights along the bottom of each 'wing' leading to a pointLime Green Egg-Shaped UFO Over Riverside,CaLoud booms n weird tangle.I live in Riverside,California and the reason I decided to post this picture on a forum (Generally a ufo site) is to find an explanatioStationary star-like light suddenly disappearsJan 8th 2004, there was a cirlce of bright red, green, and yellowish orange lights just sitting still in the dark skies.A disk that stood still.Saw what could have been a meteor fall from sky. White ball of light with long tail behind. ((NUFORC Note: Meteor? PD))Have not talked about this for years until now after seeing how the goverment keeps saying ufos are`nt real then why keep quiet.Strange orb looking lights floating across night sky in CaliforniaI was getting home on a very clear sky night. I was with a friend , we were standing at the front of my house and talking when I looked2 Large Flashes of Light Seen in Riverside,CA 10:15pm 8/28/011Bright Rotating Light In Night Sky6 oval objects flying over Riverside Californiatwo objects came from east to west then broke apart soon they came together again but now there were three they zigzagged between eachoOrange orb over the 60 freeway in Riverside, California.It was off in the distance and when it got closer it looked like a helicopter but the skin on it was translucentOrion's Belts seen in the daytime turning into moving star formationsprDouble white lights in chevron shape flying north to south about the size of the constellation of the Pleades, covered half the sky in",YYYY,0
